City,Category,Subcategory,Outcome,Count
Ghaziabad,Weather,Hail/Sleet,Total number of Accidents,0
Ghaziabad,Weather,Hail/Sleet,Total Injured,0
Ghaziabad,Weather,Others,Greviously Injured,52
Ghaziabad,Weather,Others,Minor Injury,31
Ghaziabad,Weather,Others,Persons Killed,61
Ghaziabad,Weather,Others,Total number of Accidents,109
Ghaziabad,Weather,Others,Total Injured,83
Ghaziabad,Weather,Rainy,Greviously Injured,56
Ghaziabad,Weather,Rainy,Minor Injury,39
Ghaziabad,Weather,Rainy,Persons Killed,59
Ghaziabad,Weather,Rainy,Total number of Accidents,142
Ghaziabad,Weather,Rainy,Total Injured,95
Ghaziabad,Weather,Sunny/Clear,Greviously Injured,110
Ghaziabad,Weather,Sunny/Clear,Minor Injury,64
Ghaziabad,Weather,Sunny/Clear,Persons Killed,123
Ghaziabad,Weather,Sunny/Clear,Total number of Accidents,270
Ghaziabad,Weather,Sunny/Clear,Total Injured,174
Gwalior,Weather,Foggy and Misty,Greviously Injured,0
Gwalior,Weather,Foggy and Misty,Minor Injury,0
Gwalior,Weather,Foggy and Misty,Persons Killed,0
Gwalior,Weather,Foggy and Misty,Total number of Accidents,0
Gwalior,Weather,Foggy and Misty,Total Injured,0
Gwalior,Weather,Hail/Sleet,Greviously Injured,0
Gwalior,Weather,Hail/Sleet,Minor Injury,0
Gwalior,Weather,Hail/Sleet,Persons Killed,0
Gwalior,Weather,Hail/Sleet,Total number of Accidents,0
Gwalior,Weather,Hail/Sleet,Total Injured,0
Gwalior,Weather,Others,Greviously Injured,0
Gwalior,Weather,Others,Minor Injury,0
Gwalior,Weather,Others,Persons Killed,0
Gwalior,Weather,Others,Total number of Accidents,0
Gwalior,Weather,Others,Total Injured,0
Gwalior,Weather,Rainy,Greviously Injured,0
Gwalior,Weather,Rainy,Minor Injury,0
Gwalior,Weather,Rainy,Persons Killed,0
Gwalior,Weather,Rainy,Total number of Accidents,0
Gwalior,Weather,Rainy,Total Injured,0
Gwalior,Weather,Sunny/Clear,Greviously Injured,95
Gwalior,Weather,Sunny/Clear,Minor Injury,1234
Gwalior,Weather,Sunny/Clear,Persons Killed,316
Gwalior,Weather,Sunny/Clear,Total number of Accidents,1799
Gwalior,Weather,Sunny/Clear,Total Injured,1329
Hyderabad,Weather,Foggy and Misty,Greviously Injured,1
Hyderabad,Weather,Foggy and Misty,Minor Injury,15
Hyderabad,Weather,Foggy and Misty,Persons Killed,3
Hyderabad,Weather,Foggy and Misty,Total number of Accidents,16
Hyderabad,Weather,Foggy and Misty,Total Injured,16
Hyderabad,Weather,Hail/Sleet,Greviously Injured,0
Hyderabad,Weather,Hail/Sleet,Minor Injury,1
Hyderabad,Weather,Hail/Sleet,Persons Killed,0
Hyderabad,Weather,Hail/Sleet,Total number of Accidents,1
Hyderabad,Weather,Hail/Sleet,Total Injured,1
Hyderabad,Weather,Others,Greviously Injured,22
Hyderabad,Weather,Others,Minor Injury,489
Hyderabad,Weather,Others,Persons Killed,73
Hyderabad,Weather,Others,Total number of Accidents,562
Hyderabad,Weather,Others,Total Injured,511
Hyderabad,Weather,Rainy,Greviously Injured,0
Hyderabad,Weather,Rainy,Minor Injury,13
Hyderabad,Weather,Rainy,Persons Killed,0
Hyderabad,Weather,Rainy,Total number of Accidents,9
Hyderabad,Weather,Rainy,Total Injured,13
Hyderabad,Weather,Sunny/Clear,Greviously Injured,74
Hyderabad,Weather,Sunny/Clear,Minor Injury,1277
Hyderabad,Weather,Sunny/Clear,Persons Killed,178
Hyderabad,Weather,Sunny/Clear,Total number of Accidents,1476
Hyderabad,Weather,Sunny/Clear,Total Injured,1351
Indore,Weather,Foggy and Misty,Greviously Injured,0
Indore,Weather,Foggy and Misty,Minor Injury,0
Indore,Weather,Foggy and Misty,Persons Killed,0
Indore,Weather,Foggy and Misty,Total number of Accidents,0
Indore,Weather,Foggy and Misty,Total Injured,0
Indore,Weather,Hail/Sleet,Greviously Injured,0
Indore,Weather,Hail/Sleet,Minor Injury,0
Indore,Weather,Hail/Sleet,Persons Killed,0
Indore,Weather,Hail/Sleet,Total number of Accidents,0
Indore,Weather,Hail/Sleet,Total Injured,0
Indore,Weather,Others,Greviously Injured,19
Indore,Weather,Others,Minor Injury,262
Indore,Weather,Others,Persons Killed,39
Indore,Weather,Others,Total number of Accidents,344
Indore,Weather,Others,Total Injured,281
Indore,Weather,Rainy,Greviously Injured,0
Indore,Weather,Rainy,Minor Injury,0
Indore,Weather,Rainy,Persons Killed,0
Indore,Weather,Rainy,Total number of Accidents,0
Indore,Weather,Rainy,Total Injured,0
Indore,Weather,Sunny/Clear,Greviously Injured,203
Indore,Weather,Sunny/Clear,Minor Injury,2164
Indore,Weather,Sunny/Clear,Persons Killed,420
Indore,Weather,Sunny/Clear,Total number of Accidents,2692
Indore,Weather,Sunny/Clear,Total Injured,2367
Jabalpur,Weather,Foggy and Misty,Greviously Injured,34
Jabalpur,Weather,Foggy and Misty,Minor Injury,169
Jabalpur,Weather,Foggy and Misty,Persons Killed,29
Jabalpur,Weather,Foggy and Misty,Total number of Accidents,222
Jabalpur,Weather,Foggy and Misty,Total Injured,203
Jabalpur,Weather,Hail/Sleet,Greviously Injured,0
Jabalpur,Weather,Hail/Sleet,Minor Injury,0
Jabalpur,Weather,Hail/Sleet,Persons Killed,0
Jabalpur,Weather,Hail/Sleet,Total number of Accidents,0
Jabalpur,Weather,Hail/Sleet,Total Injured,0
Jabalpur,Weather,Others,Greviously Injured,91
Jabalpur,Weather,Others,Minor Injury,579
Jabalpur,Weather,Others,Persons Killed,58
Jabalpur,Weather,Others,Total number of Accidents,694
Jabalpur,Weather,Others,Total Injured,670
Jabalpur,Weather,Rainy,Greviously Injured,21
Jabalpur,Weather,Rainy,Minor Injury,160
Jabalpur,Weather,Rainy,Persons Killed,30
Jabalpur,Weather,Rainy,Total number of Accidents,205
Jabalpur,Weather,Rainy,Total Injured,181
Jabalpur,Weather,Sunny/Clear,Greviously Injured,344
Jabalpur,Weather,Sunny/Clear,Minor Injury,1859
Jabalpur,Weather,Sunny/Clear,Persons Killed,305
Jabalpur,Weather,Sunny/Clear,Total number of Accidents,2105
Jabalpur,Weather,Sunny/Clear,Total Injured,2203
Jaipur,Weather,Foggy and Misty,Greviously Injured,7
Jaipur,Weather,Foggy and Misty,Minor Injury,12
Jaipur,Weather,Foggy and Misty,Persons Killed,0
Jaipur,Weather,Foggy and Misty,Total number of Accidents,15
Jaipur,Weather,Foggy and Misty,Total Injured,19
Jaipur,Weather,Hail/Sleet,Greviously Injured,0
Jaipur,Weather,Hail/Sleet,Minor Injury,0
Jaipur,Weather,Hail/Sleet,Persons Killed,0
Jaipur,Weather,Hail/Sleet,Total number of Accidents,0
Jaipur,Weather,Hail/Sleet,Total Injured,0
Jaipur,Weather,Others,Greviously Injured,0
Jaipur,Weather,Others,Minor Injury,0
Jaipur,Weather,Others,Persons Killed,1
Jaipur,Weather,Others,Total number of Accidents,1
Jaipur,Weather,Others,Total Injured,0
Jaipur,Weather,Rainy,Greviously Injured,0
Jaipur,Weather,Rainy,Minor Injury,0
Jaipur,Weather,Rainy,Persons Killed,0
Jaipur,Weather,Rainy,Total number of Accidents,0
Jaipur,Weather,Rainy,Total Injured,0
Jaipur,Weather,Sunny/Clear,Greviously Injured,437
Jaipur,Weather,Sunny/Clear,Minor Injury,1112
Jaipur,Weather,Sunny/Clear,Persons Killed,605
Jaipur,Weather,Sunny/Clear,Total number of Accidents,1924
Jaipur,Weather,Sunny/Clear,Total Injured,1549
Jamshedpur,Weather,Foggy and Misty,Greviously Injured,18
Jamshedpur,Weather,Foggy and Misty,Minor Injury,3
Jamshedpur,Weather,Foggy and Misty,Persons Killed,12
Jamshedpur,Weather,Foggy and Misty,Total number of Accidents,30
Jamshedpur,Weather,Foggy and Misty,Total Injured,21
Jamshedpur,Weather,Hail/Sleet,Greviously Injured,0
Jamshedpur,Weather,Hail/Sleet,Minor Injury,0
Jamshedpur,Weather,Hail/Sleet,Persons Killed,0
Jamshedpur,Weather,Hail/Sleet,Total number of Accidents,0
Jamshedpur,Weather,Hail/Sleet,Total Injured,0
Jamshedpur,Weather,Others,Greviously Injured,8
Jamshedpur,Weather,Others,Minor Injury,2
Jamshedpur,Weather,Others,Persons Killed,4
Jamshedpur,Weather,Others,Total number of Accidents,9
Jamshedpur,Weather,Others,Total Injured,10
Jamshedpur,Weather,Rainy,Greviously Injured,23
Jamshedpur,Weather,Rainy,Minor Injury,4
Jamshedpur,Weather,Rainy,Persons Killed,14
Jamshedpur,Weather,Rainy,Total number of Accidents,36
Jamshedpur,Weather,Rainy,Total Injured,27
Jamshedpur,Weather,Sunny/Clear,Greviously Injured,27
Jamshedpur,Weather,Sunny/Clear,Minor Injury,6
Jamshedpur,Weather,Sunny/Clear,Persons Killed,17
Jamshedpur,Weather,Sunny/Clear,Total number of Accidents,44
Jamshedpur,Weather,Sunny/Clear,Total Injured,33
Jodhpur,Weather,Foggy and Misty,Greviously Injured,1
Jodhpur,Weather,Foggy and Misty,Minor Injury,21
Jodhpur,Weather,Foggy and Misty,Persons Killed,26
Jodhpur,Weather,Foggy and Misty,Total number of Accidents,42
Jodhpur,Weather,Foggy and Misty,Total Injured,22
Jodhpur,Weather,Hail/Sleet,Greviously Injured,0
Jodhpur,Weather,Hail/Sleet,Minor Injury,0
Jodhpur,Weather,Hail/Sleet,Persons Killed,0
Jodhpur,Weather,Hail/Sleet,Total number of Accidents,0
Jodhpur,Weather,Hail/Sleet,Total Injured,0
Jodhpur,Weather,Others,Greviously Injured,3
Jodhpur,Weather,Others,Minor Injury,11
Jodhpur,Weather,Others,Persons Killed,13
Jodhpur,Weather,Others,Total number of Accidents,19
Jodhpur,Weather,Others,Total Injured,14
Jodhpur,Weather,Rainy,Greviously Injured,0
Jodhpur,Weather,Rainy,Minor Injury,0
Jodhpur,Weather,Rainy,Persons Killed,0
Jodhpur,Weather,Rainy,Total number of Accidents,0
Jodhpur,Weather,Rainy,Total Injured,0
Jodhpur,Weather,Sunny/Clear,Greviously Injured,29
Jodhpur,Weather,Sunny/Clear,Minor Injury,142
Jodhpur,Weather,Sunny/Clear,Persons Killed,103
Jodhpur,Weather,Sunny/Clear,Total number of Accidents,231
Jodhpur,Weather,Sunny/Clear,Total Injured,171
Kannur,Weather,Foggy and Misty,Greviously Injured,0
Kannur,Weather,Foggy and Misty,Minor Injury,0
Kannur,Weather,Foggy and Misty,Persons Killed,0
Kannur,Weather,Foggy and Misty,Total number of Accidents,0
Kannur,Weather,Foggy and Misty,Total Injured,0
Kannur,Weather,Hail/Sleet,Greviously Injured,0
Kannur,Weather,Hail/Sleet,Minor Injury,0
Kannur,Weather,Hail/Sleet,Persons Killed,0
Kannur,Weather,Hail/Sleet,Total number of Accidents,0
Kannur,Weather,Hail/Sleet,Total Injured,0
Kannur,Weather,Others,Greviously Injured,0
Kannur,Weather,Others,Minor Injury,0
Kannur,Weather,Others,Persons Killed,0
Kannur,Weather,Others,Total number of Accidents,0
Kannur,Weather,Others,Total Injured,0
Kannur,Weather,Rainy,Greviously Injured,63
Kannur,Weather,Rainy,Minor Injury,51
Kannur,Weather,Rainy,Persons Killed,9
Kannur,Weather,Rainy,Total number of Accidents,94
Kannur,Weather,Rainy,Total Injured,114
Kannur,Weather,Sunny/Clear,Greviously Injured,241
Kannur,Weather,Sunny/Clear,Minor Injury,218
Kannur,Weather,Sunny/Clear,Persons Killed,48
Kannur,Weather,Sunny/Clear,Total number of Accidents,410
Kannur,Weather,Sunny/Clear,Total Injured,459
Kanpur,Weather,Foggy and Misty,Greviously Injured,197
Kanpur,Weather,Foggy and Misty,Minor Injury,17
Kanpur,Weather,Foggy and Misty,Persons Killed,172
Kanpur,Weather,Foggy and Misty,Total number of Accidents,364
Kanpur,Weather,Foggy and Misty,Total Injured,214
Kanpur,Weather,Hail/Sleet,Greviously Injured,65
Kanpur,Weather,Hail/Sleet,Minor Injury,9
Kanpur,Weather,Hail/Sleet,Persons Killed,49
Kanpur,Weather,Hail/Sleet,Total number of Accidents,109
Kanpur,Weather,Hail/Sleet,Total Injured,74
Kanpur,Weather,Others,Greviously Injured,247
Kanpur,Weather,Others,Minor Injury,24
Kanpur,Weather,Others,Persons Killed,195
Kanpur,Weather,Others,Total number of Accidents,414
Kanpur,Weather,Others,Total Injured,271
Kanpur,Weather,Rainy,Greviously Injured,87
Kanpur,Weather,Rainy,Minor Injury,21
Kanpur,Weather,Rainy,Persons Killed,69
Kanpur,Weather,Rainy,Total number of Accidents,161
Kanpur,Weather,Rainy,Total Injured,108
Kanpur,Weather,Sunny/Clear,Greviously Injured,97
Kanpur,Weather,Sunny/Clear,Minor Injury,14
Kanpur,Weather,Sunny/Clear,Persons Killed,78
Kanpur,Weather,Sunny/Clear,Total number of Accidents,176
Kanpur,Weather,Sunny/Clear,Total Injured,111
Khozikode,Weather,Foggy and Misty,Greviously Injured,57
Khozikode,Weather,Foggy and Misty,Minor Injury,22
Khozikode,Weather,Foggy and Misty,Persons Killed,18
Khozikode,Weather,Foggy and Misty,Total number of Accidents,82
Khozikode,Weather,Foggy and Misty,Total Injured,79
Khozikode,Weather,Hail/Sleet,Greviously Injured,0
Khozikode,Weather,Hail/Sleet,Minor Injury,0
Khozikode,Weather,Hail/Sleet,Persons Killed,0
Khozikode,Weather,Hail/Sleet,Total number of Accidents,0
Khozikode,Weather,Hail/Sleet,Total Injured,0
Khozikode,Weather,Others,Greviously Injured,0
Khozikode,Weather,Others,Minor Injury,0
Khozikode,Weather,Others,Persons Killed,0
Khozikode,Weather,Others,Total number of Accidents,0
Khozikode,Weather,Others,Total Injured,0
Khozikode,Weather,Rainy,Greviously Injured,45
Khozikode,Weather,Rainy,Minor Injury,15
Khozikode,Weather,Rainy,Persons Killed,4
Khozikode,Weather,Rainy,Total number of Accidents,57
Khozikode,Weather,Rainy,Total Injured,60
Khozikode,Weather,Sunny/Clear,Greviously Injured,660
Khozikode,Weather,Sunny/Clear,Minor Injury,213
Khozikode,Weather,Sunny/Clear,Persons Killed,69
Khozikode,Weather,Sunny/Clear,Total number of Accidents,864
Khozikode,Weather,Sunny/Clear,Total Injured,873
Kochi,Weather,Foggy and Misty,Greviously Injured,51
Kochi,Weather,Foggy and Misty,Minor Injury,7
Kochi,Weather,Foggy and Misty,Persons Killed,7
Kochi,Weather,Foggy and Misty,Total number of Accidents,64
Kochi,Weather,Foggy and Misty,Total Injured,58
Kochi,Weather,Hail/Sleet,Greviously Injured,0
Kochi,Weather,Hail/Sleet,Minor Injury,0
Kochi,Weather,Hail/Sleet,Persons Killed,0
Kochi,Weather,Hail/Sleet,Total number of Accidents,0
Kochi,Weather,Hail/Sleet,Total Injured,0
Kochi,Weather,Others,Greviously Injured,44
Kochi,Weather,Others,Minor Injury,16
Kochi,Weather,Others,Persons Killed,9
Kochi,Weather,Others,Total number of Accidents,68
Kochi,Weather,Others,Total Injured,60
Kochi,Weather,Rainy,Greviously Injured,5
Kochi,Weather,Rainy,Minor Injury,8
Kochi,Weather,Rainy,Persons Killed,3
Kochi,Weather,Rainy,Total number of Accidents,14
Kochi,Weather,Rainy,Total Injured,13
Kochi,Weather,Sunny/Clear,Greviously Injured,1022
Kochi,Weather,Sunny/Clear,Minor Injury,253
Kochi,Weather,Sunny/Clear,Persons Killed,82
Kochi,Weather,Sunny/Clear,Total number of Accidents,1291
Kochi,Weather,Sunny/Clear,Total Injured,1275
Kolkata,Weather,Foggy and Misty,Greviously Injured,19
Kolkata,Weather,Foggy and Misty,Minor Injury,14
Kolkata,Weather,Foggy and Misty,Persons Killed,2
Kolkata,Weather,Foggy and Misty,Total number of Accidents,50
Kolkata,Weather,Foggy and Misty,Total Injured,33
Kolkata,Weather,Hail/Sleet,Greviously Injured,0
Kolkata,Weather,Hail/Sleet,Minor Injury,0
Kolkata,Weather,Hail/Sleet,Persons Killed,0
Kolkata,Weather,Hail/Sleet,Total number of Accidents,0
Kolkata,Weather,Hail/Sleet,Total Injured,0
Kolkata,Weather,Others,Greviously Injured,11
Kolkata,Weather,Others,Minor Injury,13
Kolkata,Weather,Others,Persons Killed,0
Kolkata,Weather,Others,Total number of Accidents,26
Kolkata,Weather,Others,Total Injured,24
Kolkata,Weather,Rainy,Greviously Injured,38
Kolkata,Weather,Rainy,Minor Injury,27
Kolkata,Weather,Rainy,Persons Killed,9
Kolkata,Weather,Rainy,Total number of Accidents,71
Kolkata,Weather,Rainy,Total Injured,65
Kolkata,Weather,Sunny/Clear,Greviously Injured,776
Kolkata,Weather,Sunny/Clear,Minor Injury,503
Kolkata,Weather,Sunny/Clear,Persons Killed,190
Kolkata,Weather,Sunny/Clear,Total number of Accidents,1536
Kolkata,Weather,Sunny/Clear,Total Injured,1279
Kollam,Weather,Foggy and Misty,Greviously Injured,14
Kollam,Weather,Foggy and Misty,Minor Injury,0
Kollam,Weather,Foggy and Misty,Persons Killed,2
Kollam,Weather,Foggy and Misty,Total number of Accidents,15
Kollam,Weather,Foggy and Misty,Total Injured,14
Kollam,Weather,Hail/Sleet,Greviously Injured,15
Kollam,Weather,Hail/Sleet,Minor Injury,0
Kollam,Weather,Hail/Sleet,Persons Killed,2
Kollam,Weather,Hail/Sleet,Total number of Accidents,15
Kollam,Weather,Hail/Sleet,Total Injured,15
Kollam,Weather,Others,Greviously Injured,141
Kollam,Weather,Others,Minor Injury,34
Kollam,Weather,Others,Persons Killed,44
Kollam,Weather,Others,Total number of Accidents,190
Kollam,Weather,Others,Total Injured,175
Kollam,Weather,Rainy,Greviously Injured,16
Kollam,Weather,Rainy,Minor Injury,4
Kollam,Weather,Rainy,Persons Killed,4
Kollam,Weather,Rainy,Total number of Accidents,23
Kollam,Weather,Rainy,Total Injured,20
Kollam,Weather,Sunny/Clear,Greviously Injured,1020
Kollam,Weather,Sunny/Clear,Minor Injury,137
Kollam,Weather,Sunny/Clear,Persons Killed,142
Kollam,Weather,Sunny/Clear,Total number of Accidents,1168
Kollam,Weather,Sunny/Clear,Total Injured,1157
Kota,Weather,Foggy and Misty,Greviously Injured,0
Kota,Weather,Foggy and Misty,Minor Injury,0
Kota,Weather,Foggy and Misty,Persons Killed,0
Kota,Weather,Foggy and Misty,Total number of Accidents,0
Kota,Weather,Foggy and Misty,Total Injured,0
Kota,Weather,Hail/Sleet,Greviously Injured,0
Kota,Weather,Hail/Sleet,Minor Injury,0
Kota,Weather,Hail/Sleet,Persons Killed,0
Kota,Weather,Hail/Sleet,Total number of Accidents,0
Kota,Weather,Hail/Sleet,Total Injured,0
Kota,Weather,Others,Greviously Injured,0
Kota,Weather,Others,Minor Injury,0
Kota,Weather,Others,Persons Killed,0
Kota,Weather,Others,Total number of Accidents,0
Kota,Weather,Others,Total Injured,0
Kota,Weather,Rainy,Greviously Injured,0
Kota,Weather,Rainy,Minor Injury,0
Kota,Weather,Rainy,Persons Killed,0
Kota,Weather,Rainy,Total number of Accidents,0
Kota,Weather,Rainy,Total Injured,0
Kota,Weather,Sunny/Clear,Greviously Injured,67
Kota,Weather,Sunny/Clear,Minor Injury,295
Kota,Weather,Sunny/Clear,Persons Killed,60
Kota,Weather,Sunny/Clear,Total number of Accidents,353
Kota,Weather,Sunny/Clear,Total Injured,362
Lucknow,Weather,Foggy and Misty,Greviously Injured,89
Lucknow,Weather,Foggy and Misty,Minor Injury,75
Lucknow,Weather,Foggy and Misty,Persons Killed,109
Lucknow,Weather,Foggy and Misty,Total number of Accidents,270
Lucknow,Weather,Foggy and Misty,Total Injured,164
Lucknow,Weather,Hail/Sleet,Greviously Injured,45
Lucknow,Weather,Hail/Sleet,Minor Injury,36
Lucknow,Weather,Hail/Sleet,Persons Killed,60
Lucknow,Weather,Hail/Sleet,Total number of Accidents,147
Lucknow,Weather,Hail/Sleet,Total Injured,81
Lucknow,Weather,Others,Greviously Injured,38
Lucknow,Weather,Others,Minor Injury,35
Lucknow,Weather,Others,Persons Killed,52
Lucknow,Weather,Others,Total number of Accidents,125
Lucknow,Weather,Others,Total Injured,73
Lucknow,Weather,Rainy,Greviously Injured,73
Lucknow,Weather,Rainy,Minor Injury,57
Lucknow,Weather,Rainy,Persons Killed,81
Lucknow,Weather,Rainy,Total number of Accidents,219
Lucknow,Weather,Rainy,Total Injured,130
Lucknow,Weather,Sunny/Clear,Greviously Injured,61
Lucknow,Weather,Sunny/Clear,Minor Injury,45
Lucknow,Weather,Sunny/Clear,Persons Killed,72
Lucknow,Weather,Sunny/Clear,Total number of Accidents,185
Lucknow,Weather,Sunny/Clear,Total Injured,106
Ludhiana,Weather,Foggy and Misty,Greviously Injured,20
Ludhiana,Weather,Foggy and Misty,Minor Injury,0
Ludhiana,Weather,Foggy and Misty,Persons Killed,53
Ludhiana,Weather,Foggy and Misty,Total number of Accidents,94
Ludhiana,Weather,Foggy and Misty,Total Injured,20
Ludhiana,Weather,Hail/Sleet,Greviously Injured,0
Ludhiana,Weather,Hail/Sleet,Minor Injury,0
Ludhiana,Weather,Hail/Sleet,Persons Killed,0
Ludhiana,Weather,Hail/Sleet,Total number of Accidents,0
Ludhiana,Weather,Hail/Sleet,Total Injured,0
Ludhiana,Weather,Others,Greviously Injured,69
Ludhiana,Weather,Others,Minor Injury,20
Ludhiana,Weather,Others,Persons Killed,110
Ludhiana,Weather,Others,Total number of Accidents,211
Ludhiana,Weather,Others,Total Injured,89
Ludhiana,Weather,Rainy,Greviously Injured,17
